split	value
Sp012	100
Sp007	100
Sp006	100
Sp014	100
Sp003	100
Sp004	100
Sp008	100
Sp010	100
Sp005	100
Sp002	100
Sp009	100
Sp000	100
Sp011	100
Sp001	100
Sp013	100
Sp003Sp014	1.0
Sp002Sp005	0.595
Sp002Sp005Sp010	0.495
Sp002Sp005Sp008Sp010	0.94
Sp002Sp004Sp005Sp008Sp010	1.0
Sp000Sp009	1.0
Sp000Sp002Sp004Sp005Sp008Sp009Sp010	1.0
Sp001Sp006Sp007Sp011Sp012Sp013	1.0
Sp001Sp007Sp011Sp012Sp013	0.705
Sp001Sp011Sp012Sp013	0.125
Sp001Sp011Sp013	0.025
Sp001Sp011	0.06
Sp002Sp010	0.245
Sp002Sp008Sp010	0.16
Sp007Sp011Sp012Sp013	0.435
Sp011Sp012Sp013	0.43
Sp012Sp013	0.405
Sp001Sp006Sp007Sp011Sp013	0.035
Sp001Sp006	0.12
Sp007Sp011Sp013	0.04
Sp007Sp011	0.095
Sp001Sp007	0.16
Sp006Sp011Sp012Sp013	0.09
Sp006Sp012	0.015
Sp011Sp013	0.2
Sp002Sp005Sp008	0.34
Sp001Sp007Sp012Sp013	0.115
Sp001Sp012Sp013	0.15
Sp001Sp013	0.15
Sp004Sp005	0.06
Sp001Sp006Sp007Sp012Sp013	0.015
Sp006Sp007Sp012Sp013	0.02
Sp006Sp012Sp013	0.065
Sp006Sp013	0.055
Sp007Sp012Sp013	0.12
Sp002Sp008	0.155
Sp006Sp007Sp011Sp012Sp013	0.09
Sp011Sp012	0.09
Sp001Sp007Sp011Sp012	0.025
Sp006Sp011	0.045
Sp001Sp006Sp011Sp012Sp013	0.02
Sp001Sp006Sp012	0.015
Sp001Sp006Sp007	0.01
Sp001Sp006Sp012Sp013	0.015
Sp001Sp006Sp013	0.015
Sp001Sp006Sp011	0.015
Sp006Sp011Sp013	0.015
Sp001Sp007Sp011	0.005
Sp006Sp007Sp011	0.005
Sp006Sp007	0.005
Sp002Sp004Sp005	0.005
Sp002Sp004Sp005Sp008	0.005
