split	value
Sp010	100
Sp006	0.505
Sp015	100
Sp017	100
Sp002	100
Sp019	100
Sp005	100
Sp018	100
Sp016	100
Sp009	100
Sp007	100
Sp004	100
Sp001	100
Sp012	100
Sp011	100
Sp014	100
Sp008	100
Sp003	100
Sp013	100
Sp000	100
Sp006Sp010	0.63
Sp002Sp017	0.085
Sp005Sp019	0.38
Sp016Sp018	0.985
Sp009Sp016Sp018	0.015
Sp004Sp007	0.19
Sp004Sp007Sp009Sp016Sp018	0.005
Sp001Sp004Sp007Sp009Sp016Sp018	0.005
Sp001Sp004Sp005Sp007Sp009Sp016Sp018Sp019	0.01
Sp000Sp003Sp006Sp008Sp010Sp011Sp012Sp013Sp014Sp015	0.04
Sp000Sp003Sp006Sp008Sp010Sp011Sp012Sp013Sp014	0.09
Sp008Sp014	1.0
Sp008Sp011Sp014	0.25
Sp008Sp011Sp012Sp014	0.35
Sp000Sp013	0.085
Sp000Sp003Sp013	0.015
Sp000Sp003Sp008Sp011Sp012Sp013Sp014	0.05
Sp003Sp013	0.05
Sp002Sp007	0.07
Sp004Sp009	0.77
Sp004Sp009Sp017	0.025
Sp004Sp009Sp016Sp017Sp018	0.01
Sp004Sp009Sp016Sp017Sp018Sp019	0.01
Sp001Sp005	0.155
Sp001Sp005Sp015	0.02
Sp001Sp004Sp005Sp009Sp015Sp016Sp017Sp018Sp019	0.045
Sp000Sp006Sp008Sp010Sp011Sp012Sp014	0.195
Sp011Sp012	0.595
Sp000Sp008Sp011Sp012Sp014	0.545
Sp004Sp005Sp009Sp019	0.365
Sp002Sp004Sp005Sp009Sp019	0.08
Sp002Sp004Sp005Sp007Sp009Sp019	0.14
Sp002Sp004Sp005Sp007Sp009Sp015Sp019	0.015
Sp001Sp017	0.045
Sp001Sp002Sp004Sp005Sp007Sp009Sp015Sp017Sp019	0.25
Sp013Sp016Sp018	0.345
Sp003Sp013Sp016Sp018	0.25
Sp000Sp008Sp014	0.415
Sp000Sp003Sp008Sp013Sp014Sp016Sp018	0.115
Sp006Sp010Sp011Sp012	0.02
Sp003Sp016Sp018	0.175
Sp003Sp004Sp005Sp009Sp016Sp018Sp019	0.01
Sp002Sp003Sp004Sp005Sp009Sp016Sp018Sp019	0.005
Sp001Sp007	0.005
Sp000Sp006Sp008Sp010Sp011Sp012Sp013Sp014Sp015Sp017	0.01
Sp000Sp006Sp008Sp010Sp011Sp012Sp013Sp014Sp015	0.08
Sp000Sp006Sp008Sp010Sp011Sp012Sp013Sp014	0.2
Sp000Sp008Sp013Sp014	0.03
Sp000Sp008Sp011Sp012Sp013Sp014	0.15
Sp007Sp010	0.185
Sp004Sp005Sp009Sp015Sp019	0.035
Sp004Sp005Sp009Sp015Sp017Sp019	0.02
Sp002Sp003	0.125
Sp002Sp003Sp004Sp005Sp009Sp015Sp017Sp019	0.005
Sp001Sp016Sp018	0.17
Sp001Sp013Sp016Sp018	0.03
Sp000Sp001Sp008Sp011Sp012Sp013Sp014Sp016Sp018	0.005
Sp006Sp007Sp010	0.09
Sp005Sp009	0.17
Sp004Sp007Sp019	0.065
Sp004Sp005Sp007Sp009Sp019	0.2
Sp002Sp003Sp004Sp005Sp007Sp009Sp019	0.04
Sp002Sp003Sp004Sp005Sp007Sp009Sp017Sp019	0.025
Sp000Sp006Sp008Sp010Sp011Sp012Sp014Sp015	0.045
Sp002Sp004Sp007	0.035
Sp001Sp005Sp009	0.04
Sp001Sp005Sp009Sp017	0.015
Sp001Sp005Sp009Sp017Sp019	0.005
Sp001Sp002Sp004Sp005Sp007Sp009Sp017Sp019	0.115
Sp003Sp008Sp014	0.03
Sp003Sp008Sp013Sp014Sp016Sp018	0.03
Sp000Sp003Sp008Sp011Sp012Sp013Sp014Sp016Sp018	0.205
Sp003Sp017	0.02
Sp001Sp002Sp004Sp005Sp007Sp009Sp015Sp019	0.03
Sp000Sp006Sp008Sp010Sp011Sp012Sp013Sp014Sp016Sp018	0.02
Sp000Sp008Sp013Sp014Sp016Sp018	0.025
Sp005Sp009Sp019	0.06
Sp002Sp004Sp005Sp007Sp009Sp017Sp019	0.135
Sp002Sp004Sp005Sp007Sp009Sp015Sp017Sp019	0.035
Sp000Sp003Sp006Sp008Sp010Sp011Sp013Sp014Sp016Sp018	0.025
Sp000Sp003	0.05
Sp000Sp003Sp008Sp011Sp014	0.015
Sp000Sp003Sp008Sp011Sp013Sp014Sp016Sp018	0.045
Sp004Sp005Sp009	0.135
Sp001Sp016Sp017Sp018	0.075
Sp001Sp015Sp016Sp017Sp018	0.015
Sp000Sp003Sp006Sp007Sp008Sp010Sp011Sp012Sp013Sp014	0.02
Sp000Sp003Sp006Sp007Sp010Sp013	0.005
Sp000Sp003Sp006Sp013	0.005
Sp004Sp005Sp007Sp009Sp015Sp019	0.055
Sp001Sp004Sp005Sp007Sp009Sp015Sp016Sp018Sp019	0.015
Sp000Sp002Sp003Sp006Sp008Sp010Sp011Sp012Sp013Sp014	0.04
Sp000Sp008Sp011Sp014	0.12
Sp001Sp004Sp005Sp009Sp015Sp019	0.03
Sp001Sp002Sp004Sp005Sp009Sp015Sp019	0.02
Sp001Sp002Sp004Sp005Sp009Sp015Sp017Sp019	0.05
Sp002Sp003Sp004Sp005Sp009Sp019	0.025
Sp000Sp006Sp007Sp008Sp010Sp011Sp012Sp013Sp014Sp015	0.04
Sp000Sp006Sp007Sp008Sp010Sp011Sp012Sp013Sp014	0.055
Sp004Sp009Sp016Sp018	0.01
Sp004Sp005Sp009Sp016Sp018Sp019	0.025
Sp004Sp005Sp007Sp009Sp016Sp018Sp019	0.005
Sp001Sp004Sp005Sp007Sp009Sp017Sp019	0.025
Sp001Sp004Sp005Sp007Sp009Sp015Sp017Sp019	0.045
Sp000Sp002Sp006Sp008Sp010Sp011Sp012Sp013Sp014	0.03
Sp000Sp002Sp006Sp008Sp010Sp011Sp013Sp014	0.005
Sp000Sp006Sp008Sp010Sp011Sp013Sp014	0.005
Sp000Sp008Sp011Sp013Sp014	0.02
Sp002Sp003Sp007	0.01
Sp004Sp005Sp009Sp017Sp019	0.065
Sp001Sp004Sp005Sp009Sp017Sp019	0.025
Sp001Sp004Sp005Sp009Sp015Sp017Sp019	0.02
Sp000Sp002Sp003Sp006Sp007Sp008Sp010Sp011Sp012Sp014	0.005
Sp001Sp015	0.115
Sp001Sp004Sp005Sp007Sp009Sp015Sp019	0.04
Sp000Sp003Sp006Sp008Sp011Sp012Sp013Sp014Sp016Sp018	0.03
Sp001Sp002Sp004Sp005Sp007Sp009Sp010Sp015Sp017Sp019	0.045
Sp005Sp009Sp017Sp019	0.015
Sp005Sp009Sp016Sp017Sp018Sp019	0.005
Sp004Sp007Sp015	0.02
Sp004Sp005Sp007Sp009Sp015Sp016Sp017Sp018Sp019	0.005
Sp000Sp003Sp006Sp008Sp010Sp011Sp012Sp014	0.01
Sp008Sp012Sp014	0.02
Sp000Sp003Sp008Sp011Sp012Sp014	0.035
Sp004Sp007Sp009	0.155
Sp001Sp010	0.005
