split	value
Sp003	0.505
Sp019	100
Sp017	100
Sp014	100
Sp018	100
Sp012	100
Sp013	100
Sp011	100
Sp010	100
Sp009	100
Sp008	100
Sp004	100
Sp005	100
Sp006	100
Sp016	100
Sp002	100
Sp001	100
Sp007	100
Sp015	100
Sp000	100
Sp014Sp017	1.0
Sp014Sp017Sp019	0.995
Sp011Sp013	1.0
Sp011Sp012Sp013	1.0
Sp009Sp010	1.0
Sp009Sp010Sp011Sp012Sp013	0.385
Sp009Sp010Sp011Sp012Sp013Sp018	0.99
Sp008Sp009Sp010Sp011Sp012Sp013Sp018	0.89
Sp001Sp002	0.985
Sp001Sp002Sp016	0.95
Sp001Sp002Sp006Sp016	0.33
Sp001Sp002Sp005Sp006Sp016	1.0
Sp001Sp002Sp004Sp005Sp006Sp016	0.835
Sp000Sp015	1.0
Sp000Sp007Sp015	0.34
Sp000Sp001Sp002Sp004Sp005Sp006Sp007Sp015Sp016	1.0
Sp003Sp014Sp017Sp019	0.985
Sp011Sp012Sp013Sp018	0.09
Sp005Sp006	0.665
Sp003Sp009Sp010Sp011Sp012Sp013Sp014Sp017Sp018Sp019	0.105
Sp009Sp010Sp018	0.525
Sp000Sp001Sp002Sp005Sp006Sp015Sp016	0.135
Sp000Sp001Sp002Sp005Sp006Sp007Sp015Sp016	0.095
Sp001Sp002Sp004Sp005Sp006Sp007Sp016	0.025
Sp000Sp001Sp002Sp004Sp005Sp006Sp015Sp016	0.565
Sp003Sp008Sp014Sp017Sp019	0.005
Sp002Sp016	0.015
Sp006Sp016	0.05
Sp003Sp008Sp009Sp010Sp011Sp012Sp013Sp018	0.015
Sp003Sp008Sp009Sp010Sp011Sp012Sp013Sp014Sp017Sp018	0.005
Sp001Sp002Sp005Sp006Sp007Sp016	0.005
Sp008Sp009Sp010Sp018	0.005
Sp005Sp006Sp016	0.005
Sp008Sp011Sp012Sp013Sp018	0.005
