split	value
Sp009	100
Sp008	100
Sp010	100
Sp006	100
Sp005	100
Sp002	100
Sp003	100
Sp000	100
Sp004	100
Sp001	100
Sp007	100
Sp011	100
Sp008Sp009	0.875
Sp006Sp010	0.985
Sp002Sp005	0.88
Sp002Sp005Sp006Sp010	0.875
Sp000Sp001Sp003Sp004Sp007Sp011	0.875
Sp000Sp003	1.0
Sp001Sp004Sp007Sp011	0.91
Sp001Sp004	0.69
Sp007Sp011	0.18
Sp001Sp004Sp007	0.1
Sp001Sp004Sp011	0.515
Sp002Sp008	0.12
Sp002Sp005Sp008	0.125
Sp002Sp005Sp006Sp008Sp010	0.125
Sp001Sp004Sp007Sp009Sp011	0.125
Sp001Sp007	0.14
Sp009Sp011	0.09
Sp004Sp009Sp011	0.03
Sp001Sp004Sp009Sp011	0.06
Sp004Sp011	0.275
Sp002Sp005Sp010	0.015
Sp004Sp007Sp011	0.01
