split	value
Sp003	100
Sp008	100
Sp006	100
Sp014	100
Sp013	100
Sp012	100
Sp001	100
Sp005	100
Sp009	100
Sp007	100
Sp010	100
Sp011	100
Sp004	100
Sp002	100
Sp000	100
Sp006Sp008	0.94
Sp013Sp014	1.0
Sp001Sp012	1.0
Sp001Sp012Sp013Sp014	1.0
Sp001Sp006Sp008Sp012Sp013Sp014	0.955
Sp001Sp003Sp006Sp008Sp012Sp013Sp014	0.975
Sp004Sp011	0.89
Sp004Sp010Sp011	0.975
Sp004Sp007Sp010Sp011	0.745
Sp002Sp004Sp007Sp010Sp011	1.0
Sp002Sp004Sp007Sp009Sp010Sp011	0.845
Sp000Sp002Sp004Sp007Sp009Sp010Sp011	1.0
Sp002Sp004Sp010Sp011	0.25
Sp000Sp002Sp004Sp007Sp010Sp011	0.155
Sp001Sp005Sp006Sp008Sp012Sp013Sp014	0.025
Sp010Sp011	0.11
Sp002Sp010	0.025
Sp003Sp006	0.045
Sp001Sp008Sp012Sp013Sp014	0.06
Sp004Sp007Sp011	0.005
