split	value
Sp007	100
Sp015	100
Sp014	100
Sp008	100
Sp016	100
Sp005	100
Sp017	100
Sp004	100
Sp003	100
Sp002	100
Sp019	0.505
Sp006	100
Sp013	100
Sp012	100
Sp018	100
Sp011	100
Sp001	100
Sp009	100
Sp010	100
Sp000	100
Sp014Sp015	1.0
Sp008Sp014Sp015	1.0
Sp005Sp016	0.44
Sp004Sp017	0.4
Sp004Sp005Sp016Sp017	1.0
Sp004Sp005Sp008Sp014Sp015Sp016Sp017	0.845
Sp003Sp004Sp005Sp008Sp014Sp015Sp016Sp017	1.0
Sp003Sp004Sp005Sp007Sp008Sp014Sp015Sp016Sp017	0.605
Sp000Sp001Sp006Sp009Sp010Sp011Sp012Sp013Sp018Sp019	0.055
Sp012Sp013	0.425
Sp011Sp018	1.0
Sp001Sp011Sp018	0.265
Sp001Sp011Sp012Sp013Sp018	0.835
Sp001Sp006Sp011Sp012Sp013Sp018	0.275
Sp000Sp010	0.84
Sp000Sp009Sp010	0.19
Sp000Sp001Sp006Sp009Sp010Sp011Sp012Sp013Sp018	0.285
Sp002Sp003Sp004Sp005Sp007Sp008Sp014Sp015Sp016Sp017	0.16
Sp003Sp004Sp005Sp008Sp009Sp014Sp015Sp016Sp017	0.085
Sp001Sp002Sp006Sp007Sp011Sp012Sp013Sp018Sp019	0.055
Sp002Sp007Sp019	0.235
Sp007Sp019	0.205
Sp005Sp016Sp017	0.3
Sp001Sp011Sp013Sp018	0.165
Sp000Sp009	0.11
Sp002Sp019	0.35
Sp016Sp017	0.15
Sp006Sp011Sp018	0.115
Sp001Sp012Sp013	0.085
Sp004Sp005	0.18
Sp004Sp005Sp017	0.3
Sp003Sp008Sp014Sp015	0.145
Sp011Sp013Sp018	0.315
Sp011Sp012Sp013Sp018	0.51
Sp000Sp002Sp006Sp009Sp010Sp019	0.28
Sp000Sp006Sp009Sp010Sp019	0.195
Sp006Sp009	0.58
Sp000Sp006Sp009Sp010	0.475
Sp005Sp017	0.225
Sp000Sp006Sp009	0.085
Sp011Sp012Sp018	0.15
Sp000Sp002Sp006Sp007Sp009Sp010Sp019	0.205
Sp000Sp002Sp007Sp010Sp019	0.1
Sp001Sp006Sp011Sp018	0.02
Sp000Sp002Sp007Sp009Sp010Sp019	0.015
Sp000Sp001Sp006Sp009Sp011Sp012Sp013Sp018	0.02
Sp001Sp006Sp011Sp012Sp013Sp018Sp019	0.03
Sp001Sp006Sp007Sp011Sp012Sp013Sp018Sp019	0.01
Sp006Sp009Sp011Sp018	0.075
Sp001Sp006Sp009Sp011Sp012Sp013Sp018	0.165
Sp000Sp002Sp010Sp019	0.055
Sp006Sp011Sp012Sp013Sp018	0.05
Sp000Sp006Sp007Sp009Sp010Sp019	0.03
Sp000Sp006Sp009Sp010Sp011Sp018	0.03
Sp001Sp002Sp007Sp012Sp013Sp019	0.01
Sp001Sp011Sp012Sp018	0.015
Sp002Sp007	0.015
Sp000Sp001Sp002Sp007Sp010Sp012Sp013Sp019	0.015
Sp000Sp007Sp010Sp019	0.015
Sp000Sp002Sp006Sp009Sp010Sp011Sp018Sp019	0.015
Sp010Sp019	0.025
Sp001Sp006Sp011Sp013Sp018	0.015
Sp001Sp002Sp006Sp011Sp012Sp013Sp018Sp019	0.005
Sp000Sp006	0.005
Sp001Sp013	0.025
Sp000Sp010Sp019	0.02
Sp000Sp002Sp009Sp010Sp019	0.005
Sp003Sp004Sp005Sp007Sp008Sp014Sp015Sp016Sp017Sp019	0.005
Sp002Sp003Sp004Sp005Sp008Sp014Sp015Sp016Sp017	0.01
Sp000Sp007Sp009Sp010Sp019	0.005
Sp000Sp009Sp010Sp019	0.005
Sp001Sp002Sp011Sp012Sp013Sp018	0.005
Sp000Sp002Sp006Sp009Sp010Sp011Sp012Sp013Sp018Sp019	0.005
Sp006Sp009Sp011Sp012Sp013Sp018	0.005
Sp000Sp006Sp009Sp010Sp011Sp012Sp013Sp018	0.005
Sp001Sp006Sp009Sp011Sp012Sp013Sp018Sp019	0.015
Sp003Sp004Sp005Sp016Sp017	0.01
Sp009Sp011Sp018	0.005
Sp000Sp002Sp006Sp007Sp009Sp010Sp011Sp018Sp019	0.005
Sp000Sp006Sp009Sp011Sp018	0.005
Sp001Sp002Sp007Sp010Sp012Sp013Sp019	0.005
Sp002Sp007Sp010Sp019	0.01
Sp002Sp010Sp019	0.02
Sp000Sp006Sp009Sp010Sp011Sp018Sp019	0.005
Sp004Sp005Sp016	0.005
Sp000Sp001Sp002Sp006Sp010Sp011Sp012Sp013Sp018Sp019	0.005
Sp006Sp019	0.005
Sp001Sp002Sp006Sp007Sp010Sp011Sp012Sp013Sp018Sp019	0.005
