split	value
Sp013	100
Sp010	100
Sp009	100
Sp002	100
Sp004	100
Sp014	100
Sp012	100
Sp018	100
Sp017	100
Sp016	100
Sp015	100
Sp019	100
Sp000	100
Sp008	100
Sp006	100
Sp003	100
Sp007	100
Sp011	100
Sp001	100
Sp005	100
Sp002Sp009	1.0
Sp017Sp018	1.0
Sp015Sp016	0.68
Sp015Sp016Sp017Sp018	1.0
Sp000Sp019	1.0
Sp000Sp015Sp016Sp017Sp018Sp019	1.0
Sp000Sp012Sp015Sp016Sp017Sp018Sp019	0.995
Sp000Sp012Sp014Sp015Sp016Sp017Sp018Sp019	0.815
Sp000Sp004Sp012Sp014Sp015Sp016Sp017Sp018Sp019	0.035
Sp001Sp003Sp005Sp006Sp007Sp008Sp010Sp011Sp013	1.0
Sp006Sp008	0.795
Sp003Sp006Sp008	0.905
Sp001Sp011	0.67
Sp001Sp007Sp011	0.945
Sp001Sp003Sp006Sp007Sp008Sp011	0.905
Sp005Sp010Sp013	0.815
Sp005Sp013	0.71
Sp002Sp004Sp009	0.93
Sp001Sp003Sp005Sp006Sp007Sp008Sp010Sp011Sp013Sp014	0.1
Sp007Sp011	0.255
Sp001Sp003Sp005Sp006Sp007Sp008Sp011Sp013	0.165
Sp003Sp008	0.095
Sp002Sp004Sp009Sp014	0.06
Sp016Sp017Sp018	0.305
Sp001Sp003Sp006Sp007Sp008Sp010Sp011Sp013	0.02
Sp010Sp013	0.255
Sp003Sp006Sp007Sp008	0.025
Sp003Sp006	0.105
Sp001Sp003Sp006Sp007Sp008Sp011Sp013	0.035
Sp001Sp003Sp007Sp011	0.075
Sp003Sp005Sp006Sp008Sp010Sp013	0.09
Sp001Sp007	0.06
Sp003Sp007Sp011	0.02
Sp015Sp017Sp018	0.015
Sp001Sp003Sp004Sp005Sp006Sp007Sp008Sp010Sp011Sp013	0.025
Sp003Sp007	0.025
Sp006Sp007Sp008	0.005
Sp004Sp014	0.015
Sp000Sp002Sp009Sp012Sp015Sp016Sp017Sp018Sp019	0.015
Sp003Sp011	0.015
Sp003Sp007Sp008	0.005
Sp002Sp009Sp014	0.005
Sp003Sp005Sp006Sp008Sp013	0.005
Sp012Sp014	0.005
