split	value
Sp008	100
Sp011	100
Sp010	100
Sp009	100
Sp000	100
Sp001	100
Sp004	100
Sp002	100
Sp007	100
Sp003	100
Sp006	100
Sp005	100
Sp010Sp011	1.0
Sp009Sp010Sp011	0.75
Sp000Sp001	0.475
Sp000Sp001Sp009Sp010Sp011	1.0
Sp002Sp003Sp004Sp005Sp006Sp007	0.98
Sp002Sp004	1.0
Sp003Sp005Sp006Sp007	0.225
Sp003Sp007	0.845
Sp005Sp006	1.0
Sp002Sp004Sp005Sp006	0.67
Sp000Sp009Sp010Sp011	0.525
Sp000Sp009	0.22
Sp002Sp003Sp004	0.105
Sp005Sp006Sp007	0.135
Sp002Sp003Sp004Sp005Sp006Sp008	0.02
Sp002Sp003Sp004Sp005Sp006	0.02
Sp000Sp010Sp011	0.03
