split	value
Sp014	0.505
Sp009	100
Sp008	100
Sp007	100
Sp013	100
Sp012	100
Sp004	100
Sp005	100
Sp011	100
Sp010	100
Sp006	100
Sp003	100
Sp001	100
Sp002	100
Sp000	100
Sp007Sp008	0.37
Sp007Sp008Sp009	1.0
Sp012Sp013	1.0
Sp010Sp011	0.44
Sp006Sp010Sp011	0.24
Sp003Sp006Sp010Sp011	0.105
Sp003Sp005Sp006Sp010Sp011	0.55
Sp003Sp004Sp005Sp006Sp010Sp011	0.88
Sp000Sp001Sp002Sp007Sp008Sp009Sp014	0.995
Sp000Sp001Sp002Sp014	0.425
Sp000Sp002	1.0
Sp000Sp001Sp002	1.0
Sp006Sp011	0.06
Sp005Sp006Sp011	0.01
Sp003Sp005Sp006Sp011	0.02
Sp007Sp009	0.505
Sp003Sp005	0.195
Sp003Sp005Sp006	0.235
Sp004Sp010	0.005
Sp004Sp006Sp010	0.005
Sp004Sp005Sp006Sp010	0.04
Sp003Sp004Sp005Sp006Sp010	0.15
Sp007Sp008Sp009Sp014	0.575
Sp008Sp009	0.125
Sp004Sp006	0.025
Sp004Sp006Sp010Sp011	0.015
Sp003Sp004Sp006Sp010Sp011	0.05
Sp005Sp006	0.215
Sp004Sp005Sp006	0.03
Sp004Sp005Sp006Sp010Sp011	0.085
Sp003Sp004Sp005Sp006	0.085
Sp005Sp006Sp010Sp011	0.175
Sp006Sp010	0.285
Sp005Sp006Sp010	0.2
Sp003Sp005Sp006Sp010	0.265
Sp003Sp004	0.075
Sp003Sp006	0.115
Sp003Sp006Sp010	0.08
Sp003Sp005Sp006Sp010Sp011Sp012Sp013	0.075
Sp005Sp010	0.03
Sp003Sp005Sp010Sp011	0.02
Sp003Sp004Sp005	0.045
Sp011Sp012Sp013	0.025
Sp003Sp004Sp006	0.02
Sp003Sp004Sp005Sp010	0.005
Sp006Sp010Sp011Sp012Sp013	0.015
Sp003Sp006Sp011	0.015
Sp003Sp010Sp011	0.01
Sp005Sp010Sp011	0.015
Sp003Sp010	0.01
Sp003Sp005Sp010	0.015
Sp010Sp011Sp012Sp013	0.005
Sp003Sp004Sp006Sp010	0.015
Sp003Sp004Sp006Sp011	0.01
Sp003Sp004Sp005Sp006Sp011	0.01
Sp004Sp005	0.005
Sp003Sp004Sp006Sp010Sp011Sp012Sp013	0.01
Sp000Sp001Sp002Sp012Sp013	0.005
Sp003Sp005Sp011	0.005
Sp003Sp004Sp005Sp006Sp011Sp012Sp013	0.005
