split	value
Sp002	100
Sp011	0.505
Sp003	100
Sp007	100
Sp006	100
Sp010	100
Sp009	100
Sp005	100
Sp004	100
Sp001	100
Sp008	100
Sp000	100
Sp006Sp007	1.0
Sp005Sp009	0.95
Sp004Sp005Sp009	0.415
Sp000Sp008	1.0
Sp000Sp001Sp008	0.975
Sp002Sp003Sp006Sp007Sp010Sp011	0.055
Sp002Sp003Sp006Sp007Sp011	0.245
Sp002Sp003Sp011	0.045
Sp002Sp011	0.835
Sp003Sp004	0.475
Sp003Sp004Sp010	0.065
Sp003Sp004Sp005Sp009Sp010	0.535
Sp002Sp006Sp007Sp011	0.875
Sp004Sp010	0.065
Sp004Sp005Sp009Sp010	0.31
Sp000Sp001Sp008Sp010	0.035
Sp005Sp009Sp010	0.1
Sp003Sp004Sp005Sp009	0.395
Sp006Sp007Sp011	0.05
Sp004Sp005	0.045
Sp002Sp006Sp007Sp010Sp011	0.1
Sp000Sp001Sp002Sp008Sp011	0.055
Sp002Sp005Sp006Sp007Sp009Sp011	0.04
Sp002Sp005Sp009Sp011	0.005
Sp000Sp001Sp006Sp007Sp008	0.005
Sp004Sp005Sp010	0.02
Sp002Sp006Sp007	0.095
Sp000Sp001Sp003Sp004Sp008	0.01
Sp000Sp004Sp008	0.01
Sp000Sp004Sp005Sp008Sp009	0.01
Sp001Sp002Sp006Sp007Sp010Sp011	0.015
Sp001Sp002Sp006Sp007Sp011	0.02
Sp003Sp004Sp005Sp010	0.005
Sp002Sp006Sp007Sp009Sp011	0.005
Sp002Sp009Sp011	0.005
Sp002Sp003Sp004Sp006Sp007Sp011	0.025
Sp000Sp001Sp004Sp008Sp010	0.015
Sp000Sp001Sp002Sp008Sp010Sp011	0.01
Sp000Sp005Sp008Sp009	0.01
Sp000Sp001Sp005Sp008Sp009	0.015
Sp004Sp009	0.005
Sp000Sp001Sp008Sp011	0.01
Sp002Sp010Sp011	0.01
Sp003Sp011	0.005
Sp002Sp003	0.005
Sp000Sp005Sp008Sp009Sp010	0.005
Sp006Sp007Sp010	0.005
Sp000Sp004Sp008Sp010	0.005
Sp001Sp002Sp003Sp006Sp007Sp011	0.005
