split	value
Sp008	100
Sp005	100
Sp010	100
Sp003	100
Sp007	100
Sp000	100
Sp006	100
Sp001	100
Sp011	100
Sp004	100
Sp002	100
Sp009	100
Sp003Sp010	1.0
Sp003Sp005Sp010	1.0
Sp003Sp005Sp008Sp010	0.525
Sp000Sp007	0.985
Sp001Sp002Sp004Sp006Sp009Sp011	0.305
Sp001Sp006	0.6
Sp002Sp004Sp009Sp011	0.335
Sp002Sp004	0.935
Sp002Sp004Sp011	0.075
Sp000Sp007Sp011	0.33
Sp000Sp007Sp008Sp011	0.06
Sp001Sp002Sp004Sp006Sp009	0.155
Sp001Sp002Sp004Sp009	0.185
Sp002Sp004Sp009	0.635
Sp001Sp009	0.255
Sp000Sp006Sp007Sp011	0.055
Sp000Sp001Sp006Sp007	0.14
Sp000Sp001Sp006Sp007Sp008Sp011	0.245
Sp008Sp011	0.01
Sp002Sp009	0.04
Sp000Sp003Sp005Sp007Sp010	0.125
Sp002Sp004Sp008Sp009Sp011	0.01
Sp001Sp006Sp008	0.085
Sp003Sp005Sp009Sp010	0.075
Sp000Sp001Sp006Sp007Sp008	0.17
Sp001Sp003Sp005Sp006Sp008Sp010	0.005
Sp000Sp001Sp006Sp007Sp011	0.115
Sp006Sp008	0.065
Sp001Sp006Sp011	0.01
Sp000Sp006Sp007	0.025
Sp000Sp007Sp008	0.08
Sp000Sp006Sp007Sp008Sp011	0.005
Sp001Sp006Sp009	0.04
Sp001Sp002Sp004Sp008Sp009Sp011	0.005
Sp002Sp004Sp008Sp011	0.005
Sp002Sp008	0.02
Sp002Sp004Sp008	0.01
Sp001Sp002Sp004Sp009Sp011	0.145
Sp003Sp005Sp006Sp008Sp010	0.02
Sp009Sp011	0.005
Sp001Sp002Sp004Sp006Sp008Sp009	0.01
Sp001Sp004Sp006Sp009	0.005
Sp001Sp004Sp009	0.005
Sp006Sp007	0.01
Sp000Sp002Sp004	0.005
Sp001Sp006Sp007Sp009Sp011	0.005
Sp001Sp009Sp011	0.005
Sp000Sp001Sp002Sp004Sp009Sp011	0.005
Sp000Sp011	0.01
Sp000Sp006Sp007Sp008	0.02
Sp002Sp003Sp004Sp005Sp008Sp010	0.01
Sp000Sp001Sp007Sp011	0.005
Sp001Sp004Sp006Sp009Sp011	0.005
Sp004Sp011	0.005
Sp004Sp009	0.005
