split	value
Sp013	100
Sp012	100
Sp000	100
Sp004	100
Sp010	100
Sp008	100
Sp003	100
Sp014	100
Sp009	100
Sp002	100
Sp001	100
Sp007	100
Sp005	100
Sp006	100
Sp011	100
Sp000Sp012	0.95
Sp008Sp010	0.725
Sp003Sp008Sp010	0.89
Sp003Sp004Sp008Sp010	0.905
Sp009Sp014	0.595
Sp001Sp002	0.575
Sp001Sp002Sp009Sp014	0.88
Sp000Sp005Sp006Sp007Sp011Sp012Sp013	0.99
Sp005Sp006Sp007Sp011Sp013	0.995
Sp005Sp006Sp007Sp011	0.72
Sp005Sp007	0.475
Sp006Sp011	0.9
Sp006Sp011Sp013	0.135
Sp001Sp002Sp014	0.015
Sp003Sp008	0.26
Sp002Sp009Sp014	0.235
Sp006Sp007Sp011	0.51
Sp001Sp002Sp003Sp008Sp009Sp010Sp014	0.095
Sp002Sp009	0.27
Sp005Sp006Sp007Sp011Sp012Sp013	0.05
Sp001Sp002Sp009	0.205
Sp003Sp004Sp008	0.04
Sp003Sp004	0.06
Sp007Sp011	0.015
Sp006Sp007Sp011Sp013	0.16
Sp002Sp003Sp004Sp008Sp009Sp010Sp014	0.005
Sp001Sp002Sp003Sp004Sp008Sp010	0.1
Sp001Sp002Sp003Sp004Sp008Sp009Sp010	0.06
Sp004Sp008	0.01
Sp006Sp007	0.08
Sp001Sp005Sp006Sp007Sp011Sp012Sp013	0.005
Sp000Sp003Sp004Sp008Sp010	0.005
Sp002Sp014	0.03
Sp001Sp014	0.005
Sp004Sp008Sp010	0.015
Sp006Sp013	0.005
Sp000Sp003Sp004Sp008Sp010Sp012	0.005
Sp001Sp009	0.01
Sp000Sp005Sp012	0.005
Sp002Sp003Sp004Sp008Sp010	0.01
