split	value
Sp002	100
Sp003	100
Sp010	100
Sp007	100
Sp008	100
Sp005	100
Sp009	100
Sp006	100
Sp000	100
Sp011	100
Sp001	100
Sp004	100
Sp007Sp010	0.67
Sp000Sp006	0.47
Sp000Sp006Sp009	0.945
Sp000Sp005Sp006Sp009	0.22
Sp000Sp005Sp006Sp008Sp009	0.92
Sp001Sp002Sp003Sp004Sp011	0.975
Sp001Sp002Sp004Sp011	0.005
Sp001Sp004Sp011	0.02
Sp001Sp011	1.0
Sp005Sp008	0.71
Sp006Sp009	0.455
Sp002Sp003Sp004	0.95
Sp002Sp003	0.66
Sp002Sp004	0.245
Sp003Sp004	0.065
Sp000Sp005Sp006Sp008Sp009Sp010	0.13
Sp000Sp006Sp008Sp009	0.015
Sp000Sp006Sp007Sp009	0.025
Sp000Sp006Sp007Sp009Sp010	0.02
Sp001Sp002Sp003Sp004Sp010Sp011	0.14
Sp001Sp003Sp004Sp011	0.02
Sp005Sp008Sp010	0.015
Sp008Sp010	0.015
Sp005Sp006Sp009	0.01
Sp005Sp006Sp008Sp009	0.015
Sp006Sp008Sp009	0.01
Sp008Sp009	0.01
Sp005Sp007	0.01
Sp000Sp005Sp006Sp007Sp009	0.005
Sp000Sp005Sp006Sp007Sp009Sp010	0.025
Sp000Sp009	0.035
Sp001Sp003Sp011	0.02
Sp005Sp006	0.015
Sp001Sp007Sp010Sp011	0.005
Sp001Sp010Sp011	0.005
Sp005Sp007Sp008Sp010	0.005
Sp005Sp007Sp008	0.01
Sp000Sp005Sp006	0.015
Sp005Sp006Sp008	0.01
Sp006Sp008	0.005
Sp002Sp003Sp004Sp008	0.005
Sp001Sp007Sp011	0.015
Sp002Sp003Sp004Sp010	0.005
Sp000Sp006Sp008Sp009Sp010	0.005
Sp001Sp002Sp003Sp011	0.01
Sp005Sp010	0.01
Sp001Sp005Sp007Sp008Sp010Sp011	0.005
Sp000Sp005	0.01
Sp000Sp007	0.005
Sp005Sp006Sp008Sp009Sp010	0.005
Sp006Sp008Sp009Sp010	0.005
Sp008Sp009Sp010	0.005
Sp009Sp010	0.005
Sp000Sp005Sp006Sp009Sp010	0.005
Sp001Sp002Sp011	0.005
