split	value
Sp011	0.505
Sp007	100
Sp001	100
Sp006	100
Sp002	100
Sp010	100
Sp005	100
Sp004	100
Sp003	100
Sp009	100
Sp008	100
Sp000	100
Sp001Sp007	1.0
Sp002Sp006	0.055
Sp004Sp005	0.74
Sp000Sp008	0.05
Sp000Sp008Sp009	0.91
Sp000Sp003Sp008Sp009	0.36
Sp001Sp002Sp006Sp007Sp010Sp011	0.045
Sp001Sp002Sp006Sp007Sp011	0.015
Sp001Sp007Sp011	1.0
Sp005Sp010	0.115
Sp004Sp005Sp010	0.54
Sp008Sp009	0.41
Sp000Sp002Sp008Sp009	0.24
Sp001Sp003Sp006Sp007Sp011	0.235
Sp001Sp003Sp007Sp011	0.19
Sp004Sp008	0.025
Sp002Sp004Sp008	0.01
Sp000Sp009	0.54
Sp000Sp002Sp004Sp008Sp009	0.035
Sp001Sp003Sp006Sp007Sp010Sp011	0.18
Sp001Sp006Sp007Sp011	0.385
Sp004Sp005Sp006Sp010	0.195
Sp000Sp002Sp003Sp008Sp009	0.24
Sp004Sp010	0.05
Sp002Sp004Sp005Sp010	0.195
Sp004Sp005Sp006	0.045
Sp001Sp003Sp007Sp010Sp011	0.045
Sp002Sp004	0.055
Sp002Sp004Sp005	0.145
Sp002Sp004Sp005Sp006Sp010	0.155
Sp001Sp006Sp007Sp010Sp011	0.175
Sp001Sp007Sp010Sp011	0.085
Sp000Sp004Sp008Sp009	0.04
Sp000Sp003Sp004Sp008Sp009	0.005
Sp002Sp004Sp010	0.02
Sp000Sp004Sp005Sp008Sp009	0.075
Sp002Sp004Sp005Sp006	0.045
Sp006Sp010	0.025
Sp001Sp002Sp003Sp006Sp007Sp011	0.045
Sp003Sp008	0.025
Sp004Sp005Sp008	0.02
Sp004Sp006	0.01
Sp002Sp004Sp006	0.005
Sp002Sp004Sp005Sp008	0.025
Sp002Sp004Sp005Sp008Sp010	0.015
Sp000Sp003Sp009	0.005
Sp002Sp003	0.04
Sp000Sp004Sp008Sp009Sp010	0.005
Sp005Sp006	0.005
Sp005Sp006Sp010	0.005
Sp004Sp008Sp009	0.01
Sp001Sp005Sp006Sp007Sp010Sp011	0.015
Sp001Sp002Sp003Sp007Sp011	0.005
Sp002Sp008	0.01
Sp002Sp003Sp008	0.005
Sp000Sp001Sp006Sp007Sp009Sp011	0.005
Sp005Sp008	0.015
Sp000Sp001Sp003Sp007Sp009Sp011	0.005
Sp000Sp002Sp009	0.005
Sp001Sp003Sp005Sp006Sp007Sp011	0.01
Sp002Sp005Sp008	0.005
Sp003Sp004Sp005Sp008	0.005
Sp002Sp003Sp004Sp005Sp008	0.005
Sp001Sp004Sp005Sp007Sp010Sp011	0.01
Sp004Sp005Sp008Sp010	0.005
Sp003Sp004Sp005	0.005
