split	value
Sp011	100
Sp013	100
Sp014	100
Sp000	100
Sp001	100
Sp003	100
Sp002	100
Sp007	100
Sp004	100
Sp008	100
Sp005	100
Sp006	100
Sp009	100
Sp010	100
Sp012	100
Sp000Sp001	0.45
Sp000Sp001Sp014	0.45
Sp002Sp003	1.0
Sp000Sp001Sp002Sp003Sp014	0.93
Sp004Sp007	1.0
Sp000Sp001Sp002Sp003Sp004Sp007Sp014	0.715
Sp005Sp008	0.83
Sp006Sp009Sp010Sp011Sp012Sp013	1.0
Sp006Sp009Sp010Sp011Sp012	0.725
Sp009Sp010Sp011Sp012	1.0
Sp010Sp011Sp012	0.78
Sp010Sp012	1.0
Sp000Sp014	0.55
Sp001Sp002Sp003	0.55
Sp004Sp005Sp007Sp008	0.27
Sp002Sp003Sp004Sp007	0.065
Sp006Sp013	0.25
Sp000Sp001Sp004Sp005Sp007Sp008Sp014	0.005
Sp009Sp010Sp012	0.22
Sp005Sp006Sp009Sp010Sp011Sp012Sp013	0.095
Sp004Sp007Sp008	0.075
Sp009Sp010Sp011Sp012Sp013	0.025
Sp004Sp005Sp007	0.015
