split	value
Sp010	0.505
Sp009	100
Sp011	100
Sp008	100
Sp006	100
Sp007	100
Sp005	100
Sp004	100
Sp003	100
Sp002	100
Sp001	100
Sp000	100
Sp008Sp011	0.17
Sp005Sp007	0.42
Sp004Sp005Sp007	0.145
Sp004Sp005Sp006Sp007	0.925
Sp000Sp001Sp002Sp003Sp009Sp010	0.61
Sp002Sp003	0.79
Sp000Sp001	1.0
Sp000Sp001Sp002Sp003	0.775
Sp009Sp010	0.98
Sp004Sp006	0.32
Sp000Sp001Sp003	0.185
Sp008Sp009Sp010Sp011	0.155
Sp009Sp010Sp011	0.195
Sp005Sp006	0.2
Sp004Sp005Sp006	0.315
Sp004Sp005Sp006Sp007Sp011	0.27
Sp005Sp006Sp007	0.305
Sp008Sp009Sp010	0.065
Sp004Sp006Sp007	0.055
Sp004Sp005Sp006Sp007Sp008	0.415
Sp000Sp001Sp009Sp010	0.02
Sp006Sp007	0.07
Sp002Sp003Sp008Sp009Sp010Sp011	0.08
Sp000Sp001Sp008	0.025
Sp002Sp003Sp009Sp010Sp011	0.055
Sp004Sp005	0.155
Sp005Sp006Sp007Sp008	0.01
Sp005Sp006Sp007Sp008Sp011	0.015
Sp000Sp001Sp004	0.05
Sp000Sp001Sp003Sp004	0.025
Sp000Sp001Sp002Sp003Sp004	0.03
Sp000Sp001Sp008Sp009Sp010Sp011	0.02
Sp007Sp011	0.005
Sp004Sp007	0.01
Sp002Sp003Sp009Sp010	0.035
Sp004Sp008	0.02
Sp002Sp009Sp010	0.005
Sp004Sp005Sp006Sp008	0.005
Sp002Sp008Sp009Sp010Sp011	0.02
Sp010Sp011	0.01
Sp008Sp010Sp011	0.005
Sp002Sp003Sp008Sp009Sp010	0.005
Sp000Sp001Sp009Sp010Sp011	0.005
Sp000Sp001Sp009	0.005
Sp000Sp001Sp004Sp008	0.005
Sp005Sp006Sp007Sp009Sp010Sp011	0.005
Sp002Sp003Sp011	0.005
Sp000Sp001Sp002Sp003Sp011	0.005
