split	value
Sp001	0.505
Sp016	100
Sp017	100
Sp015	100
Sp008	100
Sp006	100
Sp019	100
Sp018	100
Sp013	100
Sp009	100
Sp005	100
Sp012	100
Sp007	100
Sp004	100
Sp003	100
Sp010	100
Sp014	100
Sp011	100
Sp002	100
Sp000	100
Sp015Sp017	0.82
Sp015Sp016Sp017	1.0
Sp006Sp008	0.915
Sp018Sp019	1.0
Sp005Sp009	1.0
Sp005Sp009Sp013	1.0
Sp004Sp007	0.87
Sp004Sp007Sp012	0.135
Sp002Sp011	0.33
Sp002Sp011Sp014	0.455
Sp002Sp010Sp011Sp014	0.58
Sp002Sp003Sp010Sp011Sp014	0.17
Sp002Sp003Sp004Sp007Sp010Sp011Sp012Sp014	1.0
Sp000Sp001Sp006Sp008Sp015Sp016Sp017Sp018Sp019	0.99
Sp000Sp001Sp006Sp008Sp015Sp016Sp017	0.94
Sp000Sp001Sp015Sp016Sp017	0.775
Sp000Sp001	1.0
Sp011Sp014	0.385
Sp002Sp004Sp007Sp011Sp014	0.165
Sp002Sp004Sp007Sp010Sp011Sp014	0.605
Sp002Sp003Sp004Sp007Sp010Sp011Sp014	0.26
Sp007Sp011	0.06
Sp004Sp007Sp011	0.06
Sp002Sp004Sp007Sp011	0.07
Sp002Sp004Sp007Sp011Sp012	0.025
Sp002Sp004Sp007Sp010Sp011Sp012	0.02
Sp002Sp003Sp004Sp007Sp010Sp011Sp012	0.015
Sp010Sp011	0.215
Sp002Sp010Sp011	0.265
Sp003Sp010	0.18
Sp000Sp001Sp006Sp008	0.185
Sp016Sp017	0.165
Sp002Sp004Sp007Sp011Sp012Sp014	0.07
Sp002Sp004Sp007Sp010Sp011Sp012Sp014	0.175
Sp002Sp011Sp012Sp014	0.015
Sp003Sp012	0.35
Sp002Sp004Sp007Sp010Sp011	0.095
Sp002Sp003Sp004Sp007Sp010Sp011	0.015
Sp006Sp018Sp019	0.045
Sp000Sp001Sp008Sp015Sp016Sp017	0.075
Sp002Sp003Sp010Sp011Sp012Sp014	0.055
Sp010Sp011Sp014	0.14
Sp006Sp008Sp018Sp019	0.025
Sp007Sp010Sp011	0.025
Sp004Sp007Sp010Sp011	0.025
Sp002Sp003Sp010Sp011	0.025
Sp015Sp016	0.015
Sp007Sp011Sp014	0.02
Sp004Sp007Sp011Sp014	0.02
Sp002Sp010Sp011Sp012Sp014	0.03
Sp000Sp001Sp008	0.025
Sp011Sp012	0.01
Sp010Sp011Sp012	0.005
Sp007Sp010Sp011Sp012	0.005
Sp004Sp007Sp010Sp011Sp012	0.005
Sp006Sp008Sp015Sp016Sp017Sp018Sp019	0.01
Sp007Sp010Sp011Sp014	0.015
Sp004Sp007Sp010Sp011Sp014	0.015
Sp007Sp011Sp012	0.005
Sp004Sp007Sp011Sp012	0.005
Sp003Sp010Sp011Sp014	0.005
Sp005Sp009Sp013Sp018Sp019	0.01
Sp006Sp008Sp015Sp016Sp017	0.005
Sp003Sp010Sp011	0.005
