split	value
Sp019	100
Sp016	100
Sp017	100
Sp015	100
Sp014	100
Sp018	100
Sp013	100
Sp008	100
Sp003	100
Sp005	100
Sp004	100
Sp002	100
Sp011	100
Sp012	100
Sp010	100
Sp009	100
Sp007	100
Sp006	100
Sp001	100
Sp000	100
Sp014Sp015	0.995
Sp013Sp018	0.855
Sp013Sp014Sp015Sp018	0.96
Sp013Sp014Sp015Sp017Sp018	0.635
Sp013Sp014Sp015Sp016Sp017Sp018	1.0
Sp008Sp013Sp014Sp015Sp016Sp017Sp018	0.58
Sp008Sp013Sp014Sp015Sp016Sp017Sp018Sp019	1.0
Sp004Sp005	1.0
Sp002Sp004Sp005	1.0
Sp002Sp003Sp004Sp005	1.0
Sp009Sp010	1.0
Sp009Sp010Sp012	0.995
Sp006Sp007	1.0
Sp006Sp007Sp009Sp010Sp012	0.945
Sp006Sp007Sp009Sp010Sp011Sp012	1.0
Sp000Sp001	1.0
Sp000Sp001Sp006Sp007Sp009Sp010Sp011Sp012	1.0
Sp013Sp014Sp015	0.06
Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.355
Sp016Sp017	0.275
Sp006Sp007Sp011	0.055
Sp014Sp015Sp017	0.04
Sp008Sp019	0.065
Sp014Sp015Sp018	0.085
Sp013Sp014Sp015Sp016Sp018	0.07
Sp014Sp015Sp016Sp017	0.02
Sp006Sp007Sp009Sp010	0.005
Sp014Sp018	0.005
