split	value
Sp005	100
Sp011	100
Sp008	100
Sp006	100
Sp010	100
Sp009	100
Sp007	100
Sp004	100
Sp003	100
Sp002	100
Sp001	100
Sp000	100
Sp006Sp008	0.665
Sp009Sp010	0.415
Sp007Sp009Sp010	0.15
Sp004Sp007Sp009Sp010	0.03
Sp000Sp001Sp002Sp003Sp005Sp011	1.0
Sp000Sp001Sp002Sp003Sp005	0.995
Sp000Sp001Sp002Sp003	1.0
Sp001Sp002	1.0
Sp000Sp001Sp002	1.0
Sp007Sp009	0.22
Sp006Sp010	0.315
Sp006Sp008Sp010	0.545
Sp006Sp007Sp008Sp009Sp010	0.38
Sp004Sp006Sp008Sp010	0.17
Sp004Sp006Sp008Sp009Sp010	0.4
Sp006Sp008Sp009Sp010	0.505
Sp004Sp006Sp008	0.03
Sp006Sp009Sp010	0.06
Sp006Sp007Sp009Sp010	0.025
Sp004Sp008	0.03
Sp004Sp009Sp010	0.025
Sp004Sp009	0.015
Sp006Sp007Sp008Sp010	0.005
Sp004Sp006Sp007Sp008Sp010	0.005
Sp000Sp001Sp002Sp003Sp011	0.005
Sp004Sp007Sp009	0.01
