split	value
Sp009	100
Sp007	100
Sp014	100
Sp008	100
Sp012	100
Sp004	100
Sp003	100
Sp017	100
Sp010	100
Sp006	100
Sp016	100
Sp005	100
Sp000	100
Sp019	100
Sp011	100
Sp018	100
Sp015	100
Sp001	100
Sp002	100
Sp013	100
Sp007Sp009	1.0
Sp003Sp004	1.0
Sp003Sp004Sp012	0.655
Sp003Sp004Sp008Sp012	0.87
Sp006Sp010	0.765
Sp006Sp010Sp017	0.74
Sp005Sp016	1.0
Sp000Sp005Sp016	1.0
Sp000Sp005Sp006Sp010Sp016Sp017	0.93
Sp001Sp002Sp007Sp009Sp011Sp013Sp014Sp015Sp018Sp019	0.91
Sp001Sp002Sp007Sp009Sp011Sp013Sp015Sp018Sp019	0.91
Sp011Sp019	0.13
Sp001Sp015	0.6
Sp001Sp015Sp018	0.13
Sp001Sp011Sp015Sp018Sp019	0.99
Sp002Sp007Sp009Sp013	0.935
Sp002Sp013	0.555
Sp001Sp011Sp015	0.76
Sp001Sp011Sp015Sp018	0.61
Sp006Sp017	0.165
Sp018Sp019	0.205
Sp002Sp007Sp009	0.25
Sp000Sp005Sp010Sp016	0.13
Sp000Sp005Sp010Sp016Sp017	0.025
Sp011Sp015	0.4
Sp008Sp012	0.325
Sp007Sp009Sp013	0.165
Sp002Sp007Sp009Sp013Sp014	0.085
Sp000Sp005Sp006Sp010Sp016	0.12
Sp000Sp003Sp004Sp005Sp006Sp010Sp016Sp017	0.04
Sp000Sp005Sp016Sp017	0.025
Sp003Sp004Sp008Sp012Sp014	0.045
Sp000Sp003Sp004Sp005Sp006Sp010Sp012Sp016Sp017	0.07
Sp010Sp017	0.02
Sp001Sp018	0.095
Sp000Sp001Sp005Sp011Sp015Sp016Sp018Sp019	0.045
Sp002Sp003Sp004Sp007Sp008Sp009Sp012Sp013Sp014	0.045
Sp001Sp011Sp015Sp019	0.045
Sp001Sp002Sp007Sp009Sp011Sp015Sp018Sp019	0.02
Sp011Sp018Sp019	0.005
Sp001Sp002Sp011Sp013Sp015Sp018Sp019	0.005
Sp001Sp002Sp011Sp015Sp018Sp019	0.01
Sp013Sp014	0.035
Sp002Sp013Sp014	0.015
Sp003Sp004Sp006Sp008Sp010Sp012Sp017	0.025
Sp002Sp007Sp008Sp009Sp013Sp014	0.025
Sp001Sp011Sp013Sp015Sp018Sp019	0.005
Sp007Sp009Sp013Sp014	0.005
Sp000Sp001Sp005Sp015Sp016	0.01
Sp000Sp001Sp005Sp015Sp016Sp018	0.01
Sp002Sp007Sp008Sp009Sp012Sp013Sp014	0.005
Sp000Sp001Sp005Sp010Sp011Sp015Sp016Sp018Sp019	0.005
Sp002Sp003Sp004Sp007Sp008Sp009Sp012Sp013Sp014Sp017	0.005
Sp011Sp015Sp019	0.005
Sp003Sp004Sp006Sp010Sp012Sp017	0.005
Sp001Sp015Sp018Sp019	0.005
Sp003Sp004Sp006Sp008Sp010Sp012Sp014Sp017	0.005
Sp003Sp004Sp008	0.005
