split	value
Sp012	100
Sp011	100
Sp017	100
Sp016	100
Sp015	100
Sp014	100
Sp019	100
Sp018	100
Sp013	100
Sp010	100
Sp009	100
Sp008	100
Sp006	100
Sp007	100
Sp005	100
Sp003	100
Sp004	100
Sp002	100
Sp001	100
Sp000	100
Sp011Sp012	1.0
Sp015Sp016	0.245
Sp014Sp015Sp016	0.995
Sp014Sp015Sp016Sp017	0.675
Sp018Sp019	0.995
Sp013Sp018Sp019	0.595
Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.985
Sp009Sp010	0.99
Sp009Sp010Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.765
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp008	0.64
Sp003Sp005	0.925
Sp003Sp005Sp007	0.43
Sp002Sp004	0.8
Sp002Sp003Sp004Sp005Sp007	0.82
Sp002Sp003Sp004Sp005Sp006Sp007	0.34
Sp002Sp003Sp004Sp005Sp006Sp007Sp008	0.875
Sp000Sp001	1.0
Sp014Sp015	0.755
Sp002Sp003Sp004Sp005Sp007Sp008	0.59
Sp000Sp001Sp011Sp012	0.15
Sp011Sp012Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.23
Sp006Sp007	0.15
Sp002Sp003Sp004Sp005	0.44
Sp002Sp003Sp004Sp005Sp006Sp007Sp009Sp010	0.05
Sp002Sp003Sp004Sp005Sp006Sp007Sp008Sp009Sp010	0.205
Sp002Sp003Sp004Sp005Sp007Sp009Sp010	0.005
Sp014Sp015Sp016Sp017Sp018Sp019	0.195
Sp013Sp014Sp015Sp016	0.035
Sp013Sp014Sp015Sp016Sp018Sp019	0.235
Sp003Sp005Sp008	0.01
Sp003Sp005Sp007Sp008	0.005
Sp003Sp004Sp005	0.175
Sp013Sp014Sp015Sp016Sp017	0.01
Sp014Sp015Sp016Sp018Sp019	0.255
Sp003Sp004Sp005Sp007	0.05
Sp004Sp005	0.05
Sp003Sp007	0.03
Sp002Sp003Sp004Sp005Sp008	0.055
Sp006Sp009Sp010	0.04
Sp003Sp005Sp006Sp007	0.02
Sp003Sp005Sp006Sp007Sp008	0.005
Sp009Sp013Sp018Sp019	0.01
Sp009Sp010Sp013Sp018Sp019	0.005
Sp002Sp004Sp007	0.035
Sp000Sp001Sp006Sp011Sp012	0.005
Sp002Sp007	0.025
Sp009Sp013Sp014Sp015Sp016Sp017Sp018Sp019	0.005
Sp006Sp010	0.005
Sp000Sp001Sp002Sp003Sp004Sp005Sp007Sp008Sp011Sp012	0.005
Sp009Sp010Sp014Sp015Sp016Sp017Sp018Sp019	0.005
Sp003Sp004	0.01
Sp014Sp015Sp017	0.005
Sp002Sp003Sp004Sp007	0.005
Sp002Sp003Sp004	0.005
Sp002Sp003Sp007	0.01
Sp000Sp001Sp002Sp004Sp008Sp011Sp012	0.005
Sp000Sp001Sp002Sp004Sp011Sp012	0.005
Sp002Sp004Sp011Sp012	0.005
Sp007Sp008	0.005
Sp002Sp003Sp004Sp005Sp007Sp008Sp009Sp010	0.015
Sp000Sp001Sp008Sp011Sp012	0.005
Sp014Sp015Sp016Sp018	0.005
