split	value
Sp011	100
Sp010	100
Sp008	100
Sp007	100
Sp006	100
Sp005	100
Sp004	100
Sp003	100
Sp009	100
Sp002	100
Sp001	100
Sp000	100
Sp007Sp008	1.0
Sp006Sp007Sp008	0.805
Sp004Sp005	0.64
Sp004Sp005Sp006Sp007Sp008	0.375
Sp000Sp001Sp002Sp009Sp010Sp011	1.0
Sp000Sp001Sp002Sp009Sp011	0.98
Sp000Sp001Sp002Sp009	1.0
Sp001Sp002	1.0
Sp001Sp002Sp009	1.0
Sp003Sp004Sp005	0.43
Sp005Sp007Sp008	0.13
Sp004Sp005Sp007Sp008	0.105
Sp003Sp004Sp005Sp007Sp008	0.075
Sp005Sp006Sp007Sp008	0.245
Sp003Sp004	0.195
Sp000Sp001Sp002Sp009Sp010	0.02
