split	value
Sp006	0.505
Sp004	100
Sp003	100
Sp005	100
Sp002	100
Sp001	100
Sp000	100
Sp003Sp004	0.625
Sp002Sp005	0.53
Sp001Sp002Sp005	0.155
Sp003Sp004Sp006	0.57
Sp000Sp001	0.47
Sp001Sp002	0.235
Sp000Sp001Sp003	0.185
Sp004Sp006	0.275
Sp004Sp005Sp006	0.095
Sp002Sp005Sp006	0.095
Sp000Sp001Sp002	0.315
Sp001Sp003Sp004	0.025
Sp005Sp006	0.085
Sp001Sp003	0.105
Sp000Sp006	0.015
Sp001Sp002Sp003	0.055
Sp000Sp005Sp006	0.005
Sp000Sp004Sp006	0.05
Sp000Sp002	0.04
Sp002Sp006	0.005
Sp001Sp005	0.005
Sp002Sp003	0.01
Sp000Sp003	0.005
Sp000Sp001Sp005	0.005
Sp000Sp002Sp005	0.035
Sp002Sp004Sp006	0.005
