split	value
Sp016	100
Sp018	100
Sp007	100
Sp000	100
Sp002	100
Sp001	100
Sp013	100
Sp006	100
Sp005	100
Sp004	100
Sp003	100
Sp012	100
Sp014	100
Sp017	100
Sp009	100
Sp010	100
Sp011	100
Sp008	100
Sp019	100
Sp015	100
Sp007Sp018	1.0
Sp001Sp002	1.0
Sp000Sp001Sp002	1.0
Sp000Sp001Sp002Sp007Sp018	0.885
Sp000Sp001Sp002Sp007Sp016Sp018	1.0
Sp003Sp004	1.0
Sp003Sp004Sp005	1.0
Sp003Sp004Sp005Sp006	0.985
Sp003Sp004Sp005Sp006Sp013	1.0
Sp008Sp009Sp010Sp011Sp012Sp014Sp015Sp017Sp019	0.72
Sp009Sp017	0.995
Sp009Sp014Sp017	1.0
Sp009Sp012Sp014Sp017	1.0
Sp008Sp011	1.0
Sp008Sp010Sp011	1.0
Sp008Sp009Sp010Sp011Sp012Sp014Sp017	0.995
Sp015Sp019	0.46
Sp008Sp009Sp010Sp011Sp012Sp014Sp015Sp017	0.37
Sp007Sp016Sp018	0.115
Sp006Sp013	0.015
Sp000Sp001Sp002Sp007Sp015Sp016Sp018	0.155
Sp000Sp001Sp002Sp007Sp015Sp016Sp018Sp019	0.28
Sp009Sp014	0.005
Sp008Sp010Sp011Sp015	0.005
Sp008Sp010Sp011Sp015Sp019	0.005
Sp000Sp001Sp002Sp007Sp016Sp018Sp019	0.005
Sp008Sp009Sp010Sp011Sp012Sp014Sp017Sp019	0.005
