split	value
Sp006	100
Sp005	100
Sp008	100
Sp007	100
Sp014	100
Sp004	100
Sp003	100
Sp000	100
Sp001	100
Sp011	100
Sp010	100
Sp009	100
Sp002	100
Sp013	100
Sp012	100
Sp005Sp006	1.0
Sp004Sp014	1.0
Sp004Sp007Sp014	1.0
Sp004Sp007Sp008Sp014	0.945
Sp003Sp004Sp007Sp008Sp014	1.0
Sp000Sp003Sp004Sp007Sp008Sp014	1.0
Sp001Sp002Sp009Sp010Sp011Sp012Sp013	0.665
Sp002Sp009Sp010Sp011Sp012Sp013	0.665
Sp010Sp011	0.95
Sp002Sp009	0.9
Sp002Sp009Sp010Sp011	0.17
Sp012Sp013	1.0
Sp010Sp011Sp012Sp013	0.78
Sp001Sp005Sp006	0.3
Sp001Sp010Sp011Sp012Sp013	0.16
Sp011Sp012Sp013	0.05
Sp001Sp012Sp013	0.045
Sp001Sp005Sp006Sp010Sp011Sp012Sp013	0.155
Sp001Sp005Sp006Sp012Sp013	0.05
Sp003Sp008	0.055
Sp002Sp010Sp011Sp012Sp013	0.1
Sp000Sp003Sp004Sp007Sp008Sp009Sp014	0.005
Sp002Sp012Sp013	0.005
