split	value
Sp008	100
Sp010	100
Sp007	100
Sp004	100
Sp002	100
Sp014	100
Sp006	100
Sp005	100
Sp013	100
Sp003	100
Sp001	100
Sp009	100
Sp012	100
Sp011	100
Sp000	100
Sp007Sp010	1.0
Sp007Sp008Sp010	1.0
Sp002Sp004	0.8
Sp002Sp004Sp007Sp008Sp010	1.0
Sp005Sp006	1.0
Sp003Sp013	1.0
Sp003Sp005Sp006Sp013	0.305
Sp001Sp003Sp005Sp006Sp013	0.565
Sp001Sp003Sp005Sp006Sp013Sp014	0.63
Sp011Sp012	1.0
Sp000Sp011Sp012	0.255
Sp000Sp009Sp011Sp012	0.63
Sp001Sp003Sp013	0.69
Sp001Sp003Sp013Sp014	0.37
Sp009Sp011Sp012	0.745
Sp000Sp005Sp006	0.37
Sp000Sp005Sp006Sp009Sp011Sp012	0.175
Sp000Sp001Sp003Sp005Sp006Sp013Sp014	0.195
Sp005Sp006Sp014	0.05
Sp002Sp007Sp008Sp010	0.2
Sp001Sp005Sp006	0.005
Sp003Sp005Sp006Sp013Sp014	0.01
Sp001Sp014	0.005
