split	value
Sp014	100
Sp009	100
Sp013	100
Sp007	100
Sp006	100
Sp019	100
Sp018	100
Sp017	100
Sp012	100
Sp010	100
Sp002	100
Sp011	100
Sp015	100
Sp000	100
Sp016	100
Sp005	100
Sp001	100
Sp003	100
Sp008	100
Sp004	100
Sp009Sp014	0.23
Sp007Sp013	0.22
Sp006Sp007Sp013	1.0
Sp018Sp019	0.97
Sp017Sp018Sp019	0.96
Sp012Sp017Sp018Sp019	0.84
Sp002Sp010	0.95
Sp002Sp010Sp012Sp017Sp018Sp019	0.065
Sp000Sp015	0.86
Sp000Sp011Sp015	0.94
Sp000Sp002Sp010Sp011Sp012Sp015Sp017Sp018Sp019	0.265
Sp001Sp003Sp004Sp005Sp008Sp009Sp014Sp016	0.385
Sp001Sp003Sp004Sp005Sp008Sp016	0.055
Sp001Sp005	0.375
Sp001Sp005Sp016	0.025
Sp003Sp004Sp008	0.01
Sp004Sp008	0.645
Sp000Sp002Sp010Sp011Sp015	0.875
Sp001Sp003Sp005Sp006Sp007Sp008Sp009Sp013Sp014Sp016	0.07
Sp001Sp003Sp005Sp006Sp007Sp009Sp013Sp014Sp016	0.17
Sp001Sp003Sp005Sp006Sp007Sp013Sp014Sp016	0.055
Sp003Sp016	0.71
Sp001Sp003Sp005Sp016	0.36
Sp006Sp013	0.58
Sp006Sp007Sp013Sp014	0.065
Sp000Sp011	0.14
Sp001Sp003Sp005Sp009Sp014Sp016	0.62
Sp003Sp005Sp016	0.275
Sp001Sp003Sp005Sp014Sp016	0.515
Sp001Sp014	0.24
Sp006Sp007Sp013Sp017Sp018Sp019	0.105
Sp006Sp007Sp012Sp013Sp017Sp018Sp019	0.56
Sp001Sp005Sp014	0.415
Sp000Sp002Sp004Sp010Sp011Sp015	0.15
Sp000Sp002Sp004Sp008Sp010Sp011Sp015	0.33
Sp003Sp005Sp009Sp014Sp016	0.015
Sp005Sp016	0.12
Sp008Sp009	0.075
Sp004Sp008Sp009	0.045
Sp001Sp003Sp004Sp005Sp008Sp009Sp016	0.045
Sp017Sp018	0.025
Sp001Sp003Sp016	0.01
Sp001Sp003Sp005Sp014	0.075
Sp009Sp016	0.025
Sp001Sp016	0.015
Sp002Sp006Sp007Sp010Sp012Sp013Sp017Sp018Sp019	0.03
Sp000Sp004Sp008Sp011Sp015	0.065
Sp005Sp014	0.085
Sp017Sp019	0.005
Sp006Sp007Sp012Sp013Sp014Sp017Sp018Sp019	0.04
Sp003Sp004Sp005Sp016	0.01
Sp001Sp003Sp004Sp005Sp016	0.005
Sp001Sp005Sp009Sp014	0.07
Sp002Sp010Sp017	0.04
Sp000Sp002Sp010Sp011Sp015Sp017	0.02
Sp000Sp002Sp010Sp011Sp012Sp015Sp017	0.015
Sp000Sp002Sp004Sp010Sp011Sp012Sp015Sp017	0.025
Sp000Sp002Sp004Sp008Sp010Sp011Sp012Sp015Sp017	0.03
Sp001Sp003Sp005Sp006Sp007Sp013Sp014Sp018Sp019	0.005
Sp006Sp007Sp013Sp018Sp019	0.03
Sp001Sp005Sp006Sp007Sp013Sp014Sp018Sp019	0.015
Sp000Sp002Sp004Sp008Sp009Sp010Sp011Sp015	0.1
Sp000Sp002Sp015	0.05
Sp000Sp002Sp010Sp015	0.06
Sp006Sp007	0.2
Sp001Sp003Sp004Sp005Sp009Sp014Sp016	0.01
Sp000Sp002Sp004Sp008Sp010Sp011Sp015Sp017	0.005
Sp003Sp005Sp014	0.01
Sp003Sp005	0.055
Sp000Sp002Sp010Sp011Sp012Sp015	0.025
Sp000Sp002Sp004Sp010Sp011Sp012Sp015	0.02
Sp000Sp002Sp004Sp008Sp010Sp011Sp012Sp015	0.03
Sp000Sp002Sp003Sp004Sp008Sp010Sp011Sp012Sp015	0.005
Sp001Sp005Sp006Sp007Sp013Sp014Sp017Sp018Sp019	0.01
Sp001Sp006Sp007Sp013Sp014Sp017Sp018Sp019	0.005
Sp006Sp007Sp013Sp014Sp017Sp018Sp019	0.01
Sp001Sp009Sp014	0.03
Sp002Sp010Sp012Sp017	0.02
Sp000Sp004Sp011Sp015	0.05
Sp001Sp003Sp005Sp006Sp007Sp013Sp014Sp016Sp018Sp019	0.01
Sp001Sp005Sp014Sp016	0.02
Sp001Sp003Sp005Sp009Sp016	0.02
Sp001Sp003	0.015
Sp001Sp003Sp005Sp008Sp009Sp014Sp016	0.07
Sp003Sp009Sp016	0.015
Sp000Sp002Sp004Sp008Sp009Sp010Sp011Sp012Sp015	0.01
Sp005Sp009Sp014	0.03
Sp006Sp007Sp009Sp013Sp014	0.015
Sp001Sp003Sp005	0.01
Sp000Sp002Sp010Sp015Sp017Sp018Sp019	0.005
Sp000Sp002Sp010Sp012Sp015Sp017Sp018Sp019	0.005
Sp006Sp007Sp011Sp013	0.005
Sp000Sp002Sp004Sp010Sp015	0.005
Sp000Sp002Sp004Sp010Sp012Sp015Sp017Sp018Sp019	0.005
Sp000Sp002Sp003Sp004Sp008Sp009Sp010Sp011Sp015Sp016	0.01
Sp003Sp005Sp009Sp016	0.005
Sp001Sp005Sp009Sp014Sp016	0.01
Sp001Sp004Sp005Sp008	0.005
Sp003Sp004Sp005Sp008Sp009Sp016	0.005
Sp002Sp010Sp017Sp018Sp019	0.005
Sp003Sp004	0.005
Sp001Sp005Sp008Sp009Sp014Sp016	0.005
Sp003Sp004Sp016	0.005
Sp001Sp003Sp004Sp005Sp014Sp016	0.005
Sp003Sp014Sp016	0.005
Sp001Sp006Sp007Sp009Sp013Sp014	0.005
Sp001Sp009	0.005
Sp003Sp006Sp007Sp012Sp013Sp016Sp017Sp018Sp019	0.005
Sp003Sp004Sp008Sp016	0.005
Sp001Sp005Sp006Sp007Sp009Sp013Sp014	0.005
Sp001Sp005Sp006Sp007Sp013Sp014	0.005
