split	value
Sp017	0.505
Sp016	100
Sp001	100
Sp019	100
Sp018	100
Sp015	100
Sp014	100
Sp005	100
Sp004	100
Sp011	100
Sp010	100
Sp009	100
Sp007	100
Sp012	100
Sp006	100
Sp008	100
Sp013	100
Sp003	100
Sp002	100
Sp000	100
Sp018Sp019	0.69
Sp015Sp018Sp019	0.015
Sp004Sp005	1.0
Sp010Sp011	0.42
Sp009Sp010Sp011	0.995
Sp006Sp012	0.035
Sp003Sp013	0.88
Sp003Sp008Sp013	0.55
Sp003Sp006Sp008Sp012Sp013	0.095
Sp003Sp006Sp007Sp008Sp012Sp013	0.965
Sp003Sp006Sp007Sp008Sp009Sp010Sp011Sp012Sp013	0.985
Sp000Sp001Sp002Sp014Sp015Sp016Sp017Sp018Sp019	0.595
Sp000Sp001Sp002Sp015Sp016Sp017Sp018Sp019	0.685
Sp000Sp002	0.725
Sp001Sp015Sp016Sp017Sp018Sp019	0.955
Sp001Sp016Sp017	0.92
Sp016Sp017	0.105
Sp004Sp005Sp014	0.305
Sp006Sp007	0.46
Sp003Sp006Sp007	0.005
Sp003Sp006Sp007Sp013	0.06
Sp003Sp006Sp007Sp012Sp013	0.03
Sp000Sp001Sp004Sp005Sp014Sp015Sp016Sp017Sp018Sp019	0.07
Sp000Sp001Sp015Sp016Sp017Sp018Sp019	0.21
Sp001Sp015Sp016Sp017	0.885
Sp001Sp015Sp017	0.05
Sp015Sp017	0.055
Sp001Sp016	0.595
Sp009Sp010	0.255
Sp008Sp012	0.19
Sp003Sp007Sp013	0.09
Sp003Sp007Sp008Sp012Sp013	0.105
Sp003Sp006Sp013	0.045
Sp003Sp006Sp008Sp013	0.085
Sp003Sp006Sp007Sp008Sp013	0.39
Sp001Sp015Sp016Sp017Sp018	0.235
Sp001Sp016Sp017Sp018	0.025
Sp001Sp017	0.26
Sp003Sp008Sp012Sp013	0.385
Sp000Sp002Sp004Sp005	0.025
Sp001Sp014Sp015Sp016Sp017Sp018Sp019	0.115
Sp003Sp012Sp013	0.03
Sp007Sp008	0.07
Sp003Sp007Sp008Sp013	0.225
Sp001Sp015Sp016Sp017Sp019	0.055
Sp009Sp011	0.325
Sp002Sp014	0.08
Sp000Sp001Sp014Sp015Sp016Sp017Sp018Sp019	0.035
Sp000Sp001Sp015Sp016Sp017	0.005
Sp003Sp008	0.07
Sp001Sp016Sp017Sp018Sp019	0.075
Sp015Sp019	0.01
Sp006Sp008Sp012	0.01
Sp006Sp007Sp008Sp012	0.02
Sp003Sp008Sp012	0.015
Sp003Sp006Sp007Sp008Sp012	0.01
Sp003Sp008Sp009Sp010Sp011Sp012Sp013	0.015
Sp000Sp001Sp002Sp015Sp016Sp017Sp018	0.01
Sp000Sp001Sp002Sp015Sp016Sp017	0.005
Sp006Sp008	0.02
Sp009Sp010Sp011Sp012	0.01
Sp000Sp001Sp004Sp005Sp015Sp016Sp017Sp018Sp019	0.015
Sp006Sp007Sp008	0.025
Sp003Sp007Sp008	0.025
Sp003Sp006Sp007Sp008	0.015
Sp001Sp004Sp005Sp014Sp015Sp016Sp017Sp018Sp019	0.005
Sp000Sp004Sp005Sp014	0.02
Sp000Sp002Sp019	0.005
Sp003Sp006Sp012Sp013	0.005
Sp000Sp001Sp015Sp016Sp017Sp018	0.01
Sp001Sp002Sp015Sp016Sp017Sp018Sp019	0.01
Sp003Sp004Sp005Sp006Sp007Sp008Sp012Sp013	0.01
Sp015Sp016Sp017	0.01
Sp008Sp013	0.025
Sp000Sp004Sp005	0.025
Sp001Sp014Sp015Sp016Sp017Sp018	0.005
Sp003Sp006Sp008	0.005
Sp003Sp006Sp007Sp008Sp009Sp010Sp011Sp013	0.01
Sp003Sp007Sp008Sp012	0.015
Sp000Sp001Sp002Sp004Sp005Sp015Sp016Sp017Sp018Sp019	0.02
Sp000Sp004Sp005Sp019	0.005
Sp000Sp004Sp005Sp018Sp019	0.005
Sp002Sp004Sp005Sp014	0.015
Sp001Sp002Sp014Sp015Sp016Sp017Sp018Sp019	0.005
Sp000Sp002Sp014	0.015
Sp010Sp011Sp012	0.005
Sp000Sp002Sp004Sp005Sp014	0.005
Sp016Sp017Sp018Sp019	0.005
Sp003Sp006Sp007Sp008Sp012Sp013Sp014	0.005
Sp003Sp004Sp005Sp006Sp007Sp008Sp012Sp013Sp014	0.01
Sp001Sp009Sp010Sp011Sp015Sp016Sp017Sp018Sp019	0.005
Sp014Sp019	0.005
Sp006Sp013	0.005
Sp003Sp007	0.005
Sp000Sp001Sp009Sp010Sp011Sp015Sp016Sp017Sp018Sp019	0.005
