split	value
Sp019	0.505
Sp013	100
Sp012	100
Sp017	100
Sp011	100
Sp010	100
Sp009	100
Sp014	100
Sp015	100
Sp016	100
Sp008	100
Sp006	100
Sp005	100
Sp007	100
Sp004	100
Sp003	100
Sp002	100
Sp001	100
Sp018	100
Sp000	100
Sp012Sp013	0.915
Sp011Sp017	0.245
Sp010Sp011Sp017	0.395
Sp010Sp011Sp012Sp013Sp017	0.395
Sp008Sp016	0.005
Sp008Sp015Sp016	0.015
Sp008Sp014Sp015Sp016	0.125
Sp008Sp009Sp014Sp015Sp016	0.695
Sp000Sp001Sp002Sp003Sp004Sp005Sp006Sp007Sp018Sp019	1.0
Sp005Sp006	1.0
Sp004Sp007	0.945
Sp002Sp003	0.65
Sp001Sp002Sp003	1.0
Sp001Sp002Sp003Sp004Sp007	0.895
Sp001Sp002Sp003Sp004Sp005Sp006Sp007	1.0
Sp000Sp018Sp019	1.0
Sp000Sp018	0.995
Sp014Sp015	0.575
Sp014Sp015Sp016	0.29
Sp009Sp014Sp015Sp016	0.44
Sp010Sp011	0.635
Sp010Sp011Sp012Sp013	0.275
Sp008Sp014Sp015	0.3
Sp008Sp009Sp014Sp015Sp016Sp017	0.405
Sp014Sp015Sp016Sp017	0.06
Sp009Sp014Sp015Sp016Sp017	0.15
Sp013Sp017	0.055
Sp010Sp011Sp013Sp017	0.01
Sp009Sp014Sp015	0.16
Sp008Sp014	0.045
Sp008Sp014Sp016	0.005
Sp014Sp016	0.09
Sp009Sp014Sp016	0.055
Sp008Sp009Sp012Sp013Sp014Sp015Sp016	0.055
Sp009Sp012Sp014Sp015Sp016	0.005
Sp008Sp009Sp012Sp014Sp015Sp016	0.005
Sp015Sp016	0.09
Sp008Sp009Sp012Sp013Sp014Sp015Sp016Sp017	0.1
Sp004Sp005Sp006	0.015
Sp004Sp005Sp006Sp007	0.105
Sp001Sp002	0.35
Sp013Sp016	0.005
Sp012Sp013Sp016	0.005
Sp009Sp015	0.035
Sp009Sp012Sp013Sp014Sp015Sp016	0.01
Sp009Sp016	0.23
Sp009Sp010Sp011Sp014Sp015Sp016Sp017	0.015
Sp009Sp010Sp011Sp012Sp013Sp014Sp015Sp016Sp017	0.03
Sp008Sp009Sp010Sp011Sp014Sp015Sp016Sp017	0.14
Sp009Sp015Sp016	0.06
Sp008Sp009Sp014Sp015	0.09
Sp010Sp017	0.03
Sp008Sp015	0.09
Sp010Sp012Sp013	0.07
Sp009Sp017	0.03
Sp009Sp016Sp017	0.045
Sp008Sp009Sp010Sp012Sp013Sp014Sp015Sp016Sp017	0.01
Sp012Sp013Sp017	0.095
Sp014Sp017	0.01
Sp014Sp015Sp017	0.01
Sp009Sp014Sp015Sp017	0.035
Sp008Sp009Sp014Sp015Sp017	0.035
Sp008Sp014Sp015Sp016Sp017	0.035
Sp016Sp017	0.04
Sp010Sp012Sp013Sp017	0.02
Sp001Sp002Sp003Sp004	0.04
Sp012Sp017	0.005
Sp009Sp014	0.025
Sp008Sp009Sp015Sp016	0.005
Sp011Sp012Sp013Sp017	0.03
Sp008Sp009Sp011Sp012Sp013Sp014Sp015Sp016Sp017	0.015
Sp008Sp009Sp013Sp014Sp015Sp016Sp017	0.01
Sp008Sp009Sp014Sp017	0.005
Sp008Sp009Sp014Sp016Sp017	0.01
Sp014Sp016Sp017	0.005
Sp009Sp014Sp016Sp017	0.005
Sp010Sp012	0.02
Sp010Sp011Sp012	0.005
Sp009Sp013Sp017	0.005
Sp009Sp013Sp016Sp017	0.005
Sp008Sp009Sp016	0.005
Sp008Sp009Sp016Sp017	0.005
Sp008Sp009Sp015Sp016Sp017	0.005
Sp018Sp019	0.005
Sp008Sp014Sp015Sp017	0.005
Sp008Sp009Sp014Sp016	0.01
Sp009Sp015Sp016Sp017	0.01
Sp008Sp014Sp017	0.005
Sp008Sp014Sp016Sp017	0.005
Sp008Sp009Sp014	0.005
Sp008Sp009Sp015Sp017	0.005
Sp008Sp009Sp010Sp011Sp012Sp013Sp015Sp017	0.005
Sp008Sp009Sp010Sp011Sp012Sp013Sp015Sp016Sp017	0.005
Sp010Sp013Sp017	0.005
Sp011Sp012Sp013	0.005
